Original gene set ID	Original gene set description
MP:0004986	abnormal osteoblast morphology
MP:0004988	increased osteoblast cell number
MP:0004989	decreased osteoblast cell number
MP:0004991	decreased bone strength
MP:0004992	increased bone resorption
MP:0004993	decreased bone resorption
MP:0004994	abnormal brain wave pattern
MP:0005006	abnormal osteoblast physiology
MP:0005010	abnormal CD8-positive T cell morphology
MP:0005011	increased eosinophil cell number
MP:0005012	decreased eosinophil cell number
MP:0005013	increased lymphocyte cell number
MP:0005014	increased B cell number
MP:0005015	increased T cell number
MP:0005016	decreased lymphocyte cell number
MP:0005017	decreased B cell number
MP:0005018	decreased T cell number
MP:0005023	abnormal wound healing
MP:0005025	abnormal response to infection
MP:0005026	decreased susceptibility to parasitic infection
MP:0005027	increased susceptibility to parasitic infection
MP:0005028	abnormal trophectoderm morphology
MP:0005029	abnormal amnion morphology
MP:0005030	absent amnion
MP:0005031	abnormal trophoblast layer morphology
MP:0005032	abnormal ectoplacental cone morphology
MP:0005033	abnormal trophoblast giant cells
MP:0005036	diarrhea
MP:0005039	hypoxia
MP:0005042	abnormal level of surface class II molecules
MP:0005044	sepsis
MP:0005048	thrombosis
MP:0005058	abnormal lysosome morphology
MP:0005065	abnormal neutrophil morphology
MP:0005070	impaired NK cell cytolysis
MP:0005075	abnormal melanosome morphology
MP:0005076	abnormal cell differentiation
MP:0005078	abnormal cytotoxic T cell physiology
MP:0005079	defective cytotoxic T cell cytolysis
MP:0005087	decreased acute inflammation
MP:0005088	increased acute inflammation
MP:0005089	decreased double-negative T cell number
MP:0005090	increased double-negative T cell number
MP:0005091	increased double-positive T cell number
MP:0005092	decreased double-positive T cell number
MP:0005093	decreased B cell proliferation
MP:0005094	abnormal T cell proliferation
MP:0005095	decreased T cell proliferation
MP:0005097	polychromatophilia
MP:0005100	abnormal choroid pigmentation
MP:0005102	abnormal iris pigmentation
MP:0005103	abnormal retinal pigmentation
MP:0005104	abnormal tarsal bone morphology
MP:0005105	abnormal middle ear ossicle morphology
MP:0005106	abnormal incus morphology
MP:0005107	abnormal stapes morphology
MP:0005108	abnormal ulna morphology
MP:0005112	abnormal spinal cord ventral horn morphology
MP:0005114	premature hair loss
MP:0005120	decreased circulating growth hormone level
MP:0005121	decreased circulating prolactin level
MP:0005122	increased circulating thyroid-stimulating hormone level
MP:0005123	increased circulating growth hormone level
MP:0005130	decreased follicle stimulating hormone level
MP:0005132	decreased luteinizing hormone level
MP:0005136	decreased growth hormone level
MP:0005140	decreased cardiac muscle contractility
MP:0005145	increased circulating VLDL cholesterol level
MP:0005146	decreased circulating VLDL cholesterol level
MP:0005150	cachexia
MP:0005152	pancytopenia
MP:0005153	abnormal B cell proliferation
MP:0005154	increased B cell proliferation
MP:0005156	bradykinesia
MP:0005157	holoprosencephaly
MP:0005159	azoospermia
MP:0005164	abnormal response to injury
MP:0005165	increased susceptibility to injury
MP:0005166	decreased susceptibility to injury
MP:0005167	abnormal blood-brain barrier function
MP:0005168	abnormal female meiosis
MP:0005169	abnormal male meiosis
MP:0005170	cleft lip
MP:0005171	absent coat pigmentation
MP:0005172	reduced eye pigmentation
MP:0005176	eyelids fail to open
MP:0005178	increased circulating cholesterol level
MP:0005179	decreased circulating cholesterol level
MP:0005181	decreased circulating estradiol level
MP:0005182	increased circulating estradiol level
MP:0005185	decreased circulating progesterone level
MP:0005189	abnormal anogenital distance
MP:0005191	head tilt
MP:0005192	increased motor neuron number
MP:0005193	abnormal anterior eye segment morphology
MP:0005195	abnormal posterior eye segment morphology
MP:0005201	abnormal retinal pigment epithelium morphology
MP:0005202	lethargy
MP:0005205	abnormal eye anterior chamber morphology
MP:0005215	abnormal pancreatic islet morphology
MP:0005216	abnormal pancreatic alpha cell morphology
MP:0005217	abnormal pancreatic beta cell morphology
MP:0005220	abnormal exocrine pancreas morphology
MP:0005221	abnormal rostral-caudal axis patterning
MP:0005222	abnormal somite size
MP:0005223	abnormal anterior-posterior polarity of the somites
MP:0005225	abnormal vertebrae development
MP:0005226	abnormal vertebral arch development
MP:0005232	abnormal mesenteric lymph node morphology
MP:0005236	abnormal olfactory nerve morphology
MP:0005238	increased brain size
MP:0005241	abnormal retinal ganglion layer morphology
MP:0005244	hemopericardium
MP:0005251	blepharitis
MP:0005253	abnormal eye physiology
MP:0005262	coloboma
MP:0005264	glomerulosclerosis
MP:0005266	abnormal metabolism
MP:0005269	abnormal occipital bone morphology
MP:0005270	abnormal zygomatic bone morphology
MP:0005272	abnormal temporal bone morphology
MP:0005274	abnormal viscerocranium morphology
MP:0005277	abnormal brainstem morphology
MP:0005278	abnormal cholesterol homeostasis
MP:0005281	increased fatty acid level
MP:0005282	decreased fatty acid level
MP:0005287	narrow eye opening
MP:0005289	increased oxygen consumption
MP:0005290	decreased oxygen consumption
MP:0005292	improved glucose tolerance
MP:0005293	impaired glucose tolerance
MP:0005294	abnormal heart ventricle morphology
MP:0005296	abnormal humerus morphology
MP:0005297	spina bifida occulta
MP:0005298	abnormal clavicle morphology
MP:0005300	abnormal corneal stroma morphology
MP:0005306	abnormal phalanx morphology
MP:0005307	head tossing
MP:0005309	increased circulating ammonia level
MP:0005311	abnormal circulating amino acid level
MP:0005312	pericardial effusion
MP:0005317	increased triglyceride level
MP:0005318	decreased triglyceride level
MP:0005319	abnormal enzyme/ coenzyme level
MP:0005322	abnormal serotonin level
MP:0005323	dystonia
MP:0005324	ascites
MP:0005325	abnormal renal glomerulus morphology
MP:0005326	abnormal podocyte morphology
MP:0005329	abnormal myocardium layer morphology
MP:0005330	cardiomyopathy
MP:0005331	insulin resistance
MP:0005332	abnormal amino acid level
MP:0005333	decreased heart rate
MP:0005334	abnormal fat pad morphology
MP:0005339	increased susceptibility to atherosclerosis
MP:0005341	decreased susceptibility to atherosclerosis
MP:0005342	abnormal intestinal lipid absorption
MP:0005343	increased circulating aspartate transaminase level
MP:0005344	increased circulating bilirubin level
MP:0005348	increased T cell proliferation
MP:0005350	increased susceptibility to autoimmune disorder
MP:0005352	small cranium
MP:0005353	abnormal patella morphology
MP:0005358	abnormal incisor morphology
MP:0005362	abnormal Langerhans cell physiology
MP:0005365	abnormal bile salt homeostasis
MP:0005399	increased susceptibility to fungal infection
MP:0005402	abnormal action potential
MP:0005403	abnormal nerve conduction
MP:0005404	abnormal axon morphology
MP:0005405	axon degeneration
MP:0005407	hyperalgesia
MP:0005408	hypopigmentation
MP:0005409	darkened coat color
MP:0005410	abnormal fertilization
MP:0005416	abnormal circulating protein level
MP:0005418	abnormal circulating hormone level
MP:0005419	hypoalbuminemia
MP:0005421	loose skin
MP:0005423	abnormal somatic nervous system physiology
MP:0005424	jerky movement
MP:0005425	increased macrophage cell number
MP:0005431	decreased oocyte number
MP:0005435	hemoperitoneum
MP:0005438	abnormal glycogen homeostasis
MP:0005439	decreased glycogen level
MP:0005440	increased glycogen level
MP:0005441	increased urine calcium level
MP:0005445	abnormal neurotransmitter secretion
MP:0005449	abnormal food intake
MP:0005450	abnormal energy expenditure
MP:0005452	abnormal adipose tissue amount
MP:0005455	increased susceptibility to weight gain
MP:0005458	increased percent body fat
MP:0005459	decreased percent body fat
MP:0005461	abnormal dendritic cell morphology
MP:0005463	abnormal CD4-positive T cell physiology
MP:0005464	abnormal platelet physiology
MP:0005465	abnormal T-helper 1 physiology
MP:0005466	abnormal T-helper 2 physiology
MP:0005478	decreased circulating thyroxine level
MP:0005479	decreased circulating triiodothyronine level
MP:0005480	increased circulating triiodothyronine level
MP:0005491	pancreatic islet hyperplasia
MP:0005498	hyporesponsive to tactile stimuli
MP:0005501	abnormal skin physiology
MP:0005503	abnormal tendon morphology
MP:0005505	increased platelet cell number
MP:0005508	abnormal skeleton morphology
MP:0005517	decreased liver regeneration
MP:0005533	increased body temperature
MP:0005534	decreased body temperature
MP:0005536	Leydig cell hypoplasia
MP:0005537	abnormal cerebral aqueduct morphology
MP:0005542	corneal vascularization
MP:0005543	corneal thinning
MP:0005545	abnormal lens development
MP:0005547	abnormal Muller cell morphology
MP:0005551	abnormal eye electrophysiology
MP:0005553	increased circulating creatinine level
MP:0005554	decreased circulating creatinine level
MP:0005558	decreased creatinine clearance
MP:0005559	increased circulating glucose level
MP:0005560	decreased circulating glucose level
MP:0005562	decreased mean corpuscular hemoglobin
MP:0005564	increased hemoglobin content
MP:0005565	increased blood urea nitrogen level
MP:0005566	decreased blood urea nitrogen level
MP:0005574	decreased pulmonary respiratory rate
MP:0005578	teratozoospermia
MP:0005582	increased renin activity
MP:0005584	abnormal enzyme/coenzyme activity
MP:0005587	abnormal Meckel's cartilage morphology
MP:0005590	increased vasodilation
MP:0005591	decreased vasodilation
MP:0005592	abnormal vascular smooth muscle morphology
MP:0005595	abnormal vascular smooth muscle physiology
MP:0005596	increased susceptibility to type I hypersensitivity reaction
MP:0005597	decreased susceptibility to type I hypersensitivity reaction
MP:0005598	decreased ventricle muscle contractility
MP:0005599	increased cardiac muscle contractility
MP:0005601	increased angiogenesis
MP:0005602	decreased angiogenesis
MP:0005605	increased bone mass
MP:0005606	increased bleeding time
MP:0005608	cardiac interstitial fibrosis
MP:0005616	decreased susceptibility to type IV hypersensitivity reaction
MP:0005617	increased susceptibility to type IV hypersensitivity reaction
MP:0005618	decreased urine potassium level
MP:0005619	increased urine potassium level
MP:0005620	abnormal muscle contractility
MP:0005621	abnormal cell physiology
MP:0005627	increased circulating potassium level
MP:0005630	increased lung weight
MP:0005631	decreased lung weight
MP:0005633	increased circulating sodium level
MP:0005637	abnormal iron homeostasis
MP:0005642	decreased mean corpuscular hemoglobin concentration
MP:0005643	decreased dopamine level
MP:0005650	abnormal limb bud morphology
MP:0005656	decreased aggression
MP:0005657	abnormal neural plate morphology
MP:0005658	increased susceptibility to diet-induced obesity
MP:0005659	decreased susceptibility to diet-induced obesity
MP:0005666	abnormal adipose tissue physiology
MP:0005668	decreased circulating leptin level
MP:0005669	increased circulating leptin level
MP:0005670	abnormal white adipose tissue physiology
MP:0005671	abnormal response to transplant
MP:0006000	abnormal corneal epithelium morphology
MP:0006007	abnormal basal ganglion morphology
MP:0006009	abnormal neuronal migration
MP:0006011	abnormal endolymphatic duct morphology
MP:0006020	decreased tympanic ring size
MP:0006027	impaired lung alveolus development
MP:0006029	abnormal sclerotome morphology
MP:0006030	abnormal otic vesicle development
MP:0006032	abnormal ureteric bud morphology
MP:0006033	abnormal external auditory canal morphology
MP:0006035	abnormal mitochondrial morphology
MP:0006036	abnormal mitochondrial physiology
MP:0006042	increased apoptosis
MP:0006043	decreased apoptosis
MP:0006050	pulmonary fibrosis
MP:0006054	spinal hemorrhage
MP:0006055	abnormal vascular endothelial cell morphology
MP:0006058	decreased cerebral infarction size
MP:0006059	decreased susceptibility to ischemic brain injury
MP:0006060	increased cerebral infarction size
MP:0006065	abnormal heart position or orientation
MP:0006069	abnormal retinal neuronal layer morphology
MP:0006072	abnormal retinal apoptosis
MP:0006074	abnormal retinal rod bipolar cell morphology
MP:0006082	CNS inflammation
MP:0006085	myocardial necrosis
MP:0006086	decreased body mass index
MP:0006089	abnormal vestibular saccule morphology
MP:0006090	abnormal utricle morphology
MP:0006092	abnormal olfactory neuron morphology
MP:0006094	increased fat cell size
MP:0006107	abnormal fetal atrioventricular canal morphology
MP:0006108	abnormal hindbrain development
MP:0006113	abnormal heart septum morphology
MP:0006117	aortic valve stenosis
MP:0006126	abnormal outflow tract development
MP:0006138	congestive heart failure
MP:0006142	abnormal sinoatrial node conduction
MP:0006143	increased systemic arterial diastolic blood pressure
MP:0006144	increased systemic arterial systolic blood pressure
MP:0006254	thin cerebral cortex
MP:0006262	testis tumor
MP:0006264	decreased systemic arterial systolic blood pressure
MP:0006267	abnormal intercalated disc morphology
MP:0006269	abnormal mammary gland growth during pregnancy
MP:0006270	abnormal mammary gland growth during lactation
MP:0006271	abnormal involution of the mammary gland
MP:0006279	abnormal limb development
MP:0006280	abnormal digit development
MP:0006298	abnormal platelet activation
MP:0006301	abnormal mesenchyme morphology
MP:0006303	abnormal retinal nerve fiber layer morphology
MP:0006304	abnormal seminiferous epithelium morphology
MP:0006309	decreased retinal ganglion cell number
MP:0006316	increased urine sodium level
MP:0006317	decreased urine sodium level
MP:0006319	abnormal epididymal fat pad morphology
MP:0006325	impaired hearing
